Customer ID,SnapshotDate,Churn,Recency,TenureDays,LifetimePurchaseDays,LifetimeOrders,LifetimeMonetary,LifetimeUnits,LifetimeUniqueProducts,AverageOrderValue,PurchaseDays30D,Orders30D,Monetary30D,Units30D,PurchaseDays60D,Orders60D,Monetary60D,Units60D,PurchaseDays90D,Orders90D,Monetary90D,Units90D,PurchaseDays180D,Orders180D,Monetary180D,Units180D,OrdersPrevious90D,MonetaryPrevious90D,PurchaseDaysPrevious90D,OrderChange90D,MonetaryChange90D,OrderTrendRatio90D,MonetaryTrendRatio90D,MedianPurchaseGap,LatestPurchaseGap,PurchaseGapStd,HasRepeatPurchaseHistory,SnapshotMonth,SnapshotQuarter,IsHolidaySeason,CancellationRows180D,CancelledUnits180D,CancellationValue180D,PositiveUnits180D,CancellationUnitRate180D
13089,2011-03-01,0,6,454,81,127,70821.23,37080,608,557.6474803149606,5.0,8.0,4657.93,2886.0,11.0,15.0,9177.36,6183.0,16.0,23.0,18361.19,9932.0,33,53,37212.15,17690,30.0,18850.96,17.0,-7.0,-489.77000000000044,0.7741935483870968,0.9740202079783746,4.0,7.0,4.262041764225217,1,3,1,0,16,377,2043.9499999999998,17727,0.021266993851187455
13090,2011-03-01,0,6,211,13,14,6671.14,1577,96,476.51000000000005,1.0,1.0,485.04,192.0,2.0,2.0,762.3299999999999,233.0,4.0,4.0,2749.13,625.0,10,10,5617.32,1267,6.0,2868.19,6.0,-2.0,-119.05999999999995,0.7142857142857143,0.9585039680188485,9.5,40.0,14.795598069095492,1,3,1,0,4,36,284.41,1301,0.027671022290545733
13092,2011-03-01,0,76,384,8,8,1732.95,361,39,216.61875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,185.45,31.0,3,3,451.75,71,2.0,266.3,2.0,-1.0,-80.85000000000002,0.6666666666666666,0.6975308641975307,44.0,55.0,12.71669319101022,1,3,1,0,0,0,0.0,71,0.0
13093,2011-03-01,0,4,452,42,54,53871.71,25944,197,997.6242592592592,2.0,2.0,1459.5,678.0,4.0,4.0,3731.16,2276.0,6.0,7.0,8326.07,4091.0,18,26,30963.46,12870,19.0,22637.39,12.0,-12.0,-14311.32,0.4,0.3678296027235152,11.0,23.0,6.417925521166549,1,3,1,0,23,54,263.4,12905,0.004184424641611778
13094,2011-03-01,0,18,106,5,5,958.44,780,5,191.68800000000002,1.0,1.0,76.32000000000001,72.0,3.0,3.0,228.96000000000004,216.0,4.0,4.0,676.32,600.0,5,5,958.44,780,1.0,282.12,1.0,3.0,394.20000000000005,2.5,2.3923424696241877,25.0,36.0,12.708265027138834,1,3,1,0,0,0,0.0,780,0.0
13096,2011-03-01,1,111,111,1,1,419.70000000000005,6,1,419.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,419.70000000000005,6,1.0,419.70000000000005,1.0,-1.0,-419.70000000000005,0.5,0.0023769907297361537,,,,0,3,1,0,0,0,0.0,6,0.0
13097,2011-03-01,0,9,455,16,20,8624.81,3729,305,431.2405,1.0,1.0,589.11,288.0,2.0,2.0,1360.4,632.0,3.0,3.0,1665.3,722.0,5,6,3190.71,1261,3.0,1525.41,2.0,0.0,139.88999999999987,1.0,1.0916464121697316,34.0,45.0,14.364152912333148,1,3,1,0,2,2,8.9,1261,0.0015860428231562252
13098,2011-03-01,0,21,34,2,2,860.4,303,15,430.2,1.0,1.0,244.79999999999998,96.0,2.0,2.0,860.4,303.0,2.0,2.0,860.4,303.0,2,2,860.4,303,0.0,0.0,0.0,2.0,860.4,3.0,861.4,13.0,13.0,0.0,1,3,1,0,10,16,89.25,307,0.05211726384364821
13102,2011-03-01,0,25,299,20,20,6929.33,3582,136,346.4665,2.0,2.0,450.82,270.0,5.0,5.0,1207.8799999999999,900.0,7.0,7.0,2198.62,1472.0,13,13,4402.64,2518,6.0,2204.02,6.0,1.0,-5.400000000000091,1.1428571428571428,0.9975510426209285,14.0,1.0,8.94612994524615,1,3,1,0,5,47,186.35000000000002,2537,0.018525817895151755
13103,2011-03-01,1,154,294,2,2,465.70000000000005,344,21,232.85000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,342.36,278,1.0,342.36,1.0,-1.0,-342.36,0.5,0.002912395153774464,140.0,140.0,0.0,1,3,1,0,0,0,0.0,278,0.0
13104,2011-03-01,0,71,370,4,4,712.38,426,5,178.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,101.76,96.0,2,2,434.16,312,1.0,332.4,1.0,0.0,-230.64,1.0,0.3082183563287343,118.0,61.0,27.353650985238193,1,3,1,0,0,0,0.0,312,0.0
13105,2011-03-01,1,153,153,1,1,72.0,100,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,72.0,100,1.0,72.0,1.0,-1.0,-72.0,0.5,0.0136986301369863,,,,0,3,1,0,0,0,0.0,100,0.0
13106,2011-03-01,1,130,130,1,1,526.96,213,15,526.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,526.96,213,1.0,526.96,1.0,-1.0,-526.96,0.5,0.0018940828850670503,,,,0,3,1,0,0,0,0.0,213,0.0
13107,2011-03-01,1,50,390,6,6,4164.72,3433,112,694.12,0.0,0.0,0.0,0.0,1.0,1.0,566.84,468.0,1.0,1.0,566.84,468.0,3,3,1946.15,1348,2.0,1379.31,2.0,-1.0,-812.4699999999999,0.6666666666666666,0.4113858481065848,68.0,80.0,23.29806858947754,1,3,1,0,5,20,45.8,1363,0.014673514306676448
13108,2011-03-01,1,89,152,2,2,1098.52,1043,27,549.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,700.12,596.0,2,2,1098.52,1043,1.0,398.4,1.0,0.0,301.72,1.0,1.755433149724587,63.0,63.0,0.0,1,3,1,0,0,0,0.0,1043,0.0
13110,2011-03-01,0,28,455,6,6,1683.0500000000002,439,88,280.5083333333333,1.0,1.0,271.55,70.0,1.0,1.0,271.55,70.0,1.0,1.0,271.55,70.0,2,2,792.6500000000001,210,1.0,521.1,1.0,0.0,-249.55,1.0,0.5220264317180616,97.0,126.0,36.477938538245276,1,3,1,0,1,4,35.8,210,0.01904761904761905
13113,2011-03-01,0,7,338,18,18,8493.61,2139,125,471.86722222222227,2.0,2.0,1180.97,313.0,4.0,4.0,2229.86,608.0,5.0,5.0,2975.7999999999997,818.0,11,11,5183.37,1221,6.0,2207.5699999999997,6.0,-1.0,768.23,0.8571428571428571,1.347840457852819,18.0,18.0,12.039726628999434,1,3,1,0,35,62,408.94,1225,0.05061224489795919
13115,2011-03-01,1,96,316,6,6,3174.82,2355,136,529.1366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1403.47,767,2.0,1403.47,2.0,-2.0,-1403.47,0.3333333333333333,0.0007120123605345789,31.0,24.0,27.018512172212592,1,3,1,0,4,10,19.6,768,0.013020833333333334
13117,2011-03-01,0,36,340,13,13,2157.13,1437,93,165.93307692307692,0.0,0.0,0.0,0.0,1.0,1.0,111.78,102.0,3.0,3.0,888.08,532.0,6,6,1395.03,797,3.0,506.95,3.0,0.0,381.13000000000005,1.0,1.7503297568658334,27.0,46.0,12.119772641798562,1,3,1,0,0,0,0.0,797,0.0
13118,2011-03-01,0,5,156,5,5,1387.6200000000001,510,68,277.524,1.0,1.0,190.93,97.0,1.0,1.0,190.93,97.0,1.0,1.0,190.93,97.0,5,5,1387.6200000000001,510,4.0,1196.69,4.0,-3.0,-1005.76,0.4,0.16025014820195543,25.5,88.0,29.583568074186047,1,3,1,0,3,11,21.91,521,0.02111324376199616
13124,2011-03-01,0,76,102,2,2,2172.44,1566,99,1086.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1256.32,930.0,2,2,2172.44,1566,1.0,916.12,1.0,0.0,340.19999999999993,1.0,1.37094382414515,26.0,26.0,0.0,1,3,1,0,0,0,0.0,1566,0.0
13126,2011-03-01,0,55,364,7,8,2370.09,1624,93,296.26125,0.0,0.0,0.0,0.0,1.0,1.0,300.47,253.0,2.0,3.0,747.35,493.0,4,5,1332.83,891,2.0,585.48,2.0,1.0,161.87,1.3333333333333333,1.2760025917337334,46.0,28.0,21.297495940446456,1,3,1,0,4,16,41.699999999999996,904,0.017699115044247787
13129,2011-03-01,1,169,246,2,2,233.25,296,10,116.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,124.5,77,1.0,124.5,1.0,-1.0,-124.5,0.5,0.00796812749003984,77.0,77.0,0.0,1,3,1,0,0,0,0.0,77,0.0
13131,2011-03-01,1,135,385,3,4,2240.47,1076,94,560.1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,846.89,328,1.0,846.89,1.0,-1.0,-846.89,0.5,0.0011793982710021347,125.0,136.0,11.0,1,3,1,0,0,0,0.0,328,0.0
13133,2011-03-01,0,21,176,2,2,143.0,34,8,71.5,1.0,1.0,52.35,11.0,1.0,1.0,52.35,11.0,1.0,1.0,52.35,11.0,2,2,143.0,34,1.0,90.65,1.0,0.0,-38.300000000000004,1.0,0.5821058374249863,155.0,155.0,0.0,1,3,1,0,0,0,0.0,34,0.0
13134,2011-03-01,0,119,133,2,2,681.65,305,21,340.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,681.65,305,2.0,681.65,2.0,-2.0,-681.65,0.3333333333333333,0.0014648795136600016,14.0,14.0,0.0,1,3,1,0,0,0,0.0,305,0.0
13136,2011-03-01,0,92,448,5,8,3541.4700000000003,1725,140,442.68375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1335.28,594,4.0,1335.28,2.0,-4.0,-1335.28,0.2,0.0007483461549974556,83.0,45.0,36.42114770294862,1,3,1,0,8,10,53.1,603,0.01658374792703151
13137,2011-03-01,0,25,219,9,9,4280.22,2209,428,475.58000000000004,1.0,1.0,217.93,141.0,1.0,1.0,217.93,141.0,1.0,1.0,217.93,141.0,8,8,3439.67,1704,7.0,3221.7400000000002,7.0,-6.0,-3003.8100000000004,0.25,0.06793287699286941,13.0,78.0,23.31174596635782,1,3,1,0,0,0,0.0,1704,0.0
13138,2011-03-01,0,89,113,2,2,685.33,369,28,342.66499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,386.46,250.0,2,2,685.33,369,1.0,298.87,1.0,0.0,87.58999999999997,1.0,1.292093240404175,24.0,24.0,0.0,1,3,1,0,1,1,12.75,370,0.002702702702702703
13139,2011-03-01,0,154,154,1,1,3138.04,2189,95,3138.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3138.04,2189,1.0,3138.04,1.0,-1.0,-3138.04,0.5,0.000318568734390132,,,,0,3,1,0,0,0,0.0,2189,0.0
13140,2011-03-01,1,83,208,3,3,951.47,537,68,317.1566666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,319.02,150.0,2,2,699.17,403,1.0,380.15,1.0,0.0,-61.129999999999995,1.0,0.8396169487078577,62.5,54.0,8.5,1,3,1,0,0,0,0.0,403,0.0
13141,2011-03-01,0,32,447,12,14,5672.45,3887,240,405.175,0.0,0.0,0.0,0.0,1.0,2.0,524.57,301.0,1.0,2.0,524.57,301.0,5,6,2428.21,1686,4.0,1903.64,4.0,-2.0,-1379.0700000000002,0.6,0.27594191028225806,45.0,70.0,25.226576566971115,1,3,1,0,3,15,26.95,1701,0.008818342151675485
13144,2011-03-01,1,49,148,2,2,135.35,29,6,67.675,0.0,0.0,0.0,0.0,1.0,1.0,110.95,21.0,1.0,1.0,110.95,21.0,2,2,135.35,29,1.0,24.4,1.0,0.0,86.55000000000001,1.0,4.4074803149606305,99.0,99.0,0.0,1,3,1,0,0,0,0.0,29,0.0
13145,2011-03-01,1,89,316,4,4,1100.0,122,2,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,590.0,2.0,2,2,896.0,74,1.0,306.0,1.0,0.0,284.0,1.0,1.9250814332247557,83.0,48.0,20.27039439401436,1,3,1,0,0,0,0.0,74,0.0
13148,2011-03-01,0,30,449,13,18,5780.6900000000005,3018,338,321.14944444444444,1.0,3.0,778.26,386.0,1.0,3.0,778.26,386.0,2.0,4.0,1067.5,516.0,5,9,2543.4500000000003,1295,5.0,1475.95,3.0,-1.0,-408.45000000000005,0.8333333333333334,0.7234503537695928,36.5,51.0,16.864451435555864,1,3,1,0,15,122,209.31,1412,0.08640226628895184
13149,2011-03-01,1,6,6,1,1,376.74,276,18,376.74,1.0,1.0,376.74,276.0,1.0,1.0,376.74,276.0,1.0,1.0,376.74,276.0,1,1,376.74,276,0.0,0.0,0.0,1.0,376.74,2.0,377.74,,,,0,3,1,0,0,0,0.0,276,0.0
13151,2011-03-01,1,12,344,3,3,2570.2400000000002,807,130,856.7466666666668,1.0,1.0,1257.8700000000001,363.0,1.0,1.0,1257.8700000000001,363.0,1.0,1.0,1257.8700000000001,363.0,1,1,1257.8700000000001,363,0.0,0.0,0.0,1.0,1257.8700000000001,2.0,1258.8700000000001,166.0,330.0,164.0,1,3,1,0,0,0,0.0,363,0.0
13152,2011-03-01,1,134,411,7,7,2114.98,969,113,302.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,461.13000000000005,181,2.0,461.13000000000005,2.0,-2.0,-461.13000000000005,0.3333333333333333,0.0021638932767835887,39.0,34.0,18.442854683830507,1,3,1,0,0,0,0.0,181,0.0
13154,2011-03-01,1,116,452,3,3,1609.29,973,77,536.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,611.86,360,1.0,611.86,1.0,-1.0,-611.86,0.5,0.0016316940247364815,168.0,108.0,60.0,1,3,1,0,0,0,0.0,360,0.0
13155,2011-03-01,1,43,208,4,4,1347.6200000000001,674,68,336.905,0.0,0.0,0.0,0.0,1.0,1.0,189.5,94.0,2.0,2.0,948.9,430.0,3,3,1111.92,542,1.0,163.02,1.0,1.0,785.88,1.5,5.79136690647482,45.0,42.0,16.30950643030009,1,3,1,0,0,0,0.0,542,0.0
13156,2011-03-01,1,102,393,3,3,1586.54,914,94,528.8466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,346.94,158,1.0,346.94,1.0,-1.0,-346.94,0.5,0.0028740587457607636,145.5,283.0,137.5,1,3,1,0,0,0,0.0,158,0.0
13157,2011-03-01,0,15,358,5,6,4143.96,3513,124,690.66,1.0,1.0,197.82,190.0,1.0,1.0,197.82,190.0,1.0,1.0,197.82,190.0,2,2,1098.18,1037,1.0,900.36,1.0,0.0,-702.54,1.0,0.22057779355640364,83.5,111.0,20.141685629559408,1,3,1,0,0,0,0.0,1037,0.0
13158,2011-03-01,1,35,105,2,2,563.53,343,37,281.765,0.0,0.0,0.0,0.0,1.0,1.0,256.40999999999997,135.0,1.0,1.0,256.40999999999997,135.0,2,2,563.53,343,1.0,307.12,1.0,0.0,-50.710000000000036,1.0,0.8354212644424249,70.0,70.0,0.0,1,3,1,0,0,0,0.0,343,0.0
13161,2011-03-01,1,30,217,2,2,478.88,106,30,239.44,1.0,1.0,112.75,29.0,1.0,1.0,112.75,29.0,1.0,1.0,112.75,29.0,1,1,112.75,29,0.0,0.0,0.0,1.0,112.75,2.0,113.75,187.0,187.0,0.0,1,3,1,0,0,0,0.0,29,0.0
13162,2011-03-01,0,51,452,13,13,8181.91,4897,158,629.3776923076923,0.0,0.0,0.0,0.0,1.0,1.0,709.96,892.0,1.0,1.0,709.96,892.0,2,2,1019.14,1126,1.0,309.18,1.0,0.0,400.78000000000003,1.0,2.2920884647623962,28.0,46.0,22.12260658743047,1,3,1,0,3,50,43.3,1176,0.04251700680272109
13165,2011-03-01,1,68,130,2,2,784.32,856,20,392.15999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,354.64,496.0,2,2,784.32,856,1.0,429.68,1.0,0.0,-75.04000000000002,1.0,0.825763908238135,62.0,62.0,0.0,1,3,1,0,0,0,0.0,856,0.0
13166,2011-03-01,0,131,131,1,1,466.98,311,27,466.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,466.98,311,1.0,466.98,1.0,-1.0,-466.98,0.5,0.0021368434548484977,,,,0,3,1,0,0,0,0.0,311,0.0
13167,2011-03-01,1,107,107,1,1,333.82,222,16,333.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,333.82,222,1.0,333.82,1.0,-1.0,-333.82,0.5,0.0029866794098321486,,,,0,3,1,0,0,0,0.0,222,0.0
13168,2011-03-01,0,9,259,3,3,1397.35,741,113,465.78333333333336,1.0,1.0,209.05,146.0,2.0,2.0,841.23,511.0,2.0,2.0,841.23,511.0,2,2,841.23,511,0.0,0.0,0.0,2.0,841.23,3.0,842.23,125.0,26.0,99.0,1,3,1,0,0,0,0.0,511,0.0
13171,2011-03-01,1,16,16,1,1,140.35,53,23,140.35,1.0,1.0,140.35,53.0,1.0,1.0,140.35,53.0,1.0,1.0,140.35,53.0,1,1,140.35,53,0.0,0.0,0.0,1.0,140.35,2.0,141.35,,,,0,3,1,0,0,0,0.0,53,0.0
13172,2011-03-01,1,117,117,1,1,69.6,48,1,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,69.6,48,1.0,69.6,1.0,-1.0,-69.6,0.5,0.0141643059490085,,,,0,3,1,0,0,0,0.0,48,0.0
13173,2011-03-01,1,84,446,9,10,2422.79,1452,146,242.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,331.88,228.0,2,2,726.79,529,1.0,394.91,1.0,0.0,-63.03000000000003,1.0,0.8407971508676214,28.5,81.0,33.614542983655156,1,3,1,0,0,0,0.0,529,0.0
13174,2011-03-01,1,33,452,9,10,8763.18,4112,562,876.318,0.0,0.0,0.0,0.0,1.0,1.0,688.3,269.0,2.0,2.0,3520.2400000000002,1669.0,4,4,4838.7,2348,2.0,1318.46,2.0,0.0,2201.78,1.0,2.668697800615403,41.0,53.0,28.909070808312052,1,3,1,0,0,0,0.0,2348,0.0
13177,2011-03-01,1,147,147,1,1,229.75,89,13,229.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,229.75,89,1.0,229.75,1.0,-1.0,-229.75,0.5,0.004333694474539545,,,,0,3,1,0,0,0,0.0,89,0.0
13178,2011-03-01,0,12,440,12,12,9411.72,5899,162,784.31,1.0,1.0,414.0,326.0,1.0,1.0,414.0,326.0,2.0,2.0,1124.0,714.0,4,4,2339.7,1454,2.0,1215.7,2.0,0.0,-91.70000000000005,1.0,0.9246322018574833,41.0,65.0,12.558622864966637,1,3,1,0,0,0,0.0,1454,0.0
13181,2011-03-01,1,98,98,1,1,359.69,171,19,359.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,359.69,171,1.0,359.69,1.0,-1.0,-359.69,0.5,0.00277246388865785,,,,0,3,1,0,0,0,0.0,171,0.0
13183,2011-03-01,0,51,352,7,7,3678.1400000000003,2193,41,525.4485714285714,0.0,0.0,0.0,0.0,1.0,1.0,625.04,400.0,1.0,1.0,625.04,400.0,3,3,1944.22,1157,2.0,1319.18,2.0,-1.0,-694.1400000000001,0.6666666666666666,0.4742080625369267,51.5,60.0,10.122856426040144,1,3,1,0,0,0,0.0,1157,0.0
13184,2011-03-01,0,7,7,1,1,212.52,134,20,212.52,1.0,1.0,212.52,134.0,1.0,1.0,212.52,134.0,1.0,1.0,212.52,134.0,1,1,212.52,134,0.0,0.0,0.0,1.0,212.52,2.0,213.52,,,,0,3,1,0,0,0,0.0,134,0.0
13187,2011-03-01,1,54,341,2,4,329.31,334,50,82.3275,0.0,0.0,0.0,0.0,1.0,1.0,236.02,95.0,1.0,1.0,236.02,95.0,1,1,236.02,95,0.0,0.0,0.0,1.0,236.02,2.0,237.02,287.0,287.0,0.0,1,3,1,0,0,0,0.0,95,0.0
13194,2011-03-01,1,138,138,1,1,412.08,300,7,412.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,412.08,300,1.0,412.08,1.0,-1.0,-412.08,0.5,0.002420838578483587,,,,0,3,1,0,0,0,0.0,300,0.0
13195,2011-03-01,1,131,131,1,1,172.38,83,43,172.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,172.38,83,1.0,172.38,1.0,-1.0,-172.38,0.5,0.005767677932864229,,,,0,3,1,0,0,0,0.0,83,0.0
13196,2011-03-01,0,160,334,3,3,1261.86,780,74,420.62000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,647.1800000000001,352,1.0,647.1800000000001,1.0,-1.0,-647.1800000000001,0.5,0.0015427813261748278,87.0,44.0,43.0,1,3,1,0,0,0,0.0,352,0.0
13198,2011-03-01,0,35,151,4,4,2701.98,1637,146,675.495,0.0,0.0,0.0,0.0,1.0,1.0,800.19,575.0,2.0,2.0,1173.79,844.0,4,4,2701.98,1637,2.0,1528.19,2.0,0.0,-354.4000000000001,1.0,0.7682433183580849,43.0,43.0,9.104333522498441,1,3,1,0,6,9,55.75,1646,0.0054678007290400975
13199,2011-03-01,0,13,451,30,36,8461.06,7341,32,235.02944444444444,1.0,2.0,719.84,403.0,4.0,5.0,1148.24,835.0,6.0,7.0,2328.7200000000003,1955.0,14,16,4170.91,3784,9.0,1842.19,8.0,-2.0,486.5300000000002,0.8,1.2639608504820448,12.0,30.0,9.466255231578831,1,3,1,0,1,5,14.75,3789,0.0013196093956188968
13202,2011-03-01,1,111,447,7,7,1571.35,571,55,224.47857142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,349.72,128,2.0,349.72,2.0,-2.0,-349.72,0.3333333333333333,0.0028512773722627737,46.0,55.0,24.758836806279895,1,3,1,0,1,1,8.95,129,0.007751937984496124
13203,2011-03-01,0,103,439,6,6,1761.09,1607,105,293.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,776.52,596,2.0,776.52,2.0,-2.0,-776.52,0.3333333333333333,0.0012861405494392427,66.0,48.0,24.71760506197961,1,3,1,0,1,6,17.700000000000003,596,0.010067114093959731
13205,2011-03-01,1,160,160,1,1,2803.2,256,1,2803.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2803.2,256,1.0,2803.2,1.0,-1.0,-2803.2,0.5,0.0003566079452250196,,,,0,3,1,0,0,0,0.0,256,0.0
13206,2011-03-01,1,117,449,12,13,8377.32,7155,393,644.4092307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,313.2,216,1.0,313.2,1.0,-1.0,-313.2,0.5,0.003182686187141948,21.0,69.0,28.148367244165275,1,3,1,0,0,0,0.0,216,0.0
13207,2011-03-01,1,168,329,2,2,285.6,48,4,142.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,71.4,12,1.0,71.4,1.0,-1.0,-71.4,0.5,0.013812154696132596,161.0,161.0,0.0,1,3,1,0,0,0,0.0,12,0.0
13208,2011-03-01,0,26,453,4,4,933.05,698,110,233.2625,1.0,1.0,168.45,157.0,1.0,1.0,168.45,157.0,1.0,1.0,168.45,157.0,2,2,571.81,500,1.0,403.36,1.0,0.0,-234.91000000000003,1.0,0.4190572756949253,140.0,140.0,48.60955553066587,1,3,1,0,0,0,0.0,500,0.0
13209,2011-03-01,0,43,401,7,7,3034.1,1686,54,433.4428571428571,0.0,0.0,0.0,0.0,1.0,1.0,111.35,43.0,2.0,2.0,416.2,158.0,2,2,416.2,158,0.0,0.0,0.0,2.0,416.2,3.0,417.2,50.0,35.0,46.74279504788828,1,3,1,0,2,2,14.0,160,0.0125
13211,2011-03-01,1,78,450,7,8,1642.6,1062,75,205.32500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,110.7,46.0,3,3,753.5,351,2.0,642.8,2.0,-1.0,-532.0999999999999,0.6666666666666666,0.17350108729419075,62.0,20.0,36.40512784393612,1,3,1,0,0,0,0.0,351,0.0
13213,2011-03-01,0,100,285,6,6,2316.19,1595,109,386.0316666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1701.24,1206,4.0,1701.24,4.0,-4.0,-1701.24,0.2,0.0005874612275589812,23.0,10.0,25.837956575549857,1,3,1,0,3,7,14.75,1213,0.005770816158285243
13214,2011-03-01,1,134,363,7,7,3264.23,2966,207,466.31857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,871.3100000000001,877,2.0,871.3100000000001,2.0,-2.0,-871.3100000000001,0.3333333333333333,0.0011463814469626623,41.5,27.0,12.266711956438131,1,3,1,0,0,0,0.0,877,0.0
13215,2011-03-01,1,119,119,1,1,81.6,96,1,81.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,81.6,96,1.0,81.6,1.0,-1.0,-81.6,0.5,0.012106537530266345,,,,0,3,1,0,0,0,0.0,96,0.0
13221,2011-03-01,0,76,76,1,1,498.16,153,35,498.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,498.16,153.0,1,1,498.16,153,0.0,0.0,0.0,1.0,498.16,2.0,499.16,,,,0,3,1,0,0,0,0.0,153,0.0
13223,2011-03-01,0,140,382,4,4,805.9200000000001,480,4,201.48000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,201.60000000000002,96,1.0,201.60000000000002,1.0,-1.0,-201.60000000000002,0.5,0.004935834155972358,93.0,105.0,26.386023236217735,1,3,1,0,0,0,0.0,96,0.0
13225,2011-03-01,0,55,439,10,11,12266.67,5293,53,1115.1518181818183,0.0,0.0,0.0,0.0,1.0,1.0,1263.72,444.0,2.0,2.0,2470.44,1308.0,4,4,4066.86,1898,2.0,1596.42,2.0,0.0,874.02,1.0,1.5471447709431458,45.0,23.0,21.22367650630881,1,3,1,0,0,0,0.0,1898,0.0
13226,2011-03-01,0,110,110,1,1,204.25,99,12,204.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,204.25,99,1.0,204.25,1.0,-1.0,-204.25,0.5,0.0048721071863581,,,,0,3,1,0,0,0,0.0,99,0.0
13230,2011-03-01,0,12,348,20,20,4073.53,2214,444,203.67649999999998,2.0,2.0,281.13,157.0,3.0,3.0,436.77,236.0,4.0,4.0,623.67,302.0,9,9,2010.8700000000001,1073,5.0,1387.2,5.0,-1.0,-763.5300000000001,0.8333333333333334,0.4499855928540556,11.0,14.0,14.578472346431868,1,3,1,0,0,0,0.0,1073,0.0
