Customer ID,SnapshotDate,Segment,CustomerValue,SegmentFrequency,ChurnProbability,AboveModelThreshold,ProbabilityThreshold,CampaignPriorityBand,CampaignRecommendedAction,CustomerValueCap,ValueAtRiskScore,ProbabilityRank,ValueAtRiskRank,ValueProtectionPriorityBand,ValueProtectionRecommendedAction,ModelVersion
15948,2011-12-10,Recent developing,1509.09,3,0.7704329180790804,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1162.6526123439594,997,823,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15949,2011-12-10,Recent developing,364.72,2,0.6236464776621319,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,227.45634333293276,1590,2958,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15950,2011-12-10,Champions,6979.01,10,0.2507088392714774,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1749.6994963640336,2824,364,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
15951,2011-12-10,Recent developing,978.72,3,0.7830589111204582,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,766.3954174918149,930,1459,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15952,2011-12-10,Recent developing,806.57,4,0.5097770254726728,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,411.1708554354937,2049,2400,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15953,2011-12-10,Champions,3524.7,18,0.1576188884257479,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,555.5592960342336,3056,1973,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15955,2011-12-10,Champions,8626.86,22,0.0614849639965846,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,530.4221765035759,3244,2040,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15957,2011-12-10,Recent developing,930.1,3,0.8518779004750647,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,792.3316352318577,333,1387,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15958,2011-12-10,Recent developing,492.99,4,0.8073463249791926,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,398.0136647514922,680,2436,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15963,2011-12-10,Recent developing,470.76,2,0.5761614341790402,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,271.23375675412495,1802,2834,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15965,2011-12-10,Champions,3002.89,13,0.3634558394618866,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1091.4179057617046,2532,920,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15967,2011-12-10,Champions,3041.6,12,0.3861528819433643,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1174.5226057189368,2466,809,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15969,2011-12-10,Recent developing,1043.85,5,0.5591115605172232,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,583.6286024459034,1874,1908,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15971,2011-12-10,Champions,5897.88,18,0.1027838428972387,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,606.2067713467662,3168,1845,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15974,2011-12-10,Champions,3429.55,7,0.4354934287295398,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1493.5464884993933,2294,529,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
15975,2011-12-10,Lapsed low-value,371.01,1,0.8313243557848643,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,308.4296492397425,465,2696,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15976,2011-12-10,At-risk established,1732.54,6,0.6318011458770542,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1094.6207572778314,1538,916,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15977,2011-12-10,Recent developing,1054.73,2,0.5467640886261683,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,576.6884871966786,1930,1919,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15978,2011-12-10,At-risk established,3272.62,3,0.8093279605090818,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,2648.6228701212312,659,133,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
15980,2011-12-10,At-risk established,6546.28,7,0.7336556822993692,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,4802.7155199227145,1136,27,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
15981,2011-12-10,Champions,9284.07,21,0.1657153683815198,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1538.5130801298164,3036,487,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
15983,2011-12-10,Champions,3958.82,8,0.5222754940178853,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,2067.5946712278846,2010,249,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
15984,2011-12-10,Champions,8671.12,30,0.0486260050372172,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,421.64192479831485,3278,2365,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15985,2011-12-10,At-risk established,2590.0,7,0.6790221232852156,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1758.6672993087084,1334,360,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
15986,2011-12-10,Recent developing,354.42,2,0.859716458583774,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,304.7007072512612,283,2711,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15987,2011-12-10,Champions,1682.13,8,0.4335354508119104,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,729.2629878742389,2300,1541,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15988,2011-12-10,Recent developing,767.59,3,0.9028526680212144,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,693.0206794464041,86,1636,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15990,2011-12-10,At-risk established,2010.05,7,0.577178948981277,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1160.1585463998158,1798,825,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15992,2011-12-10,Recent developing,896.6,3,0.859990029955954,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,771.0670608585084,280,1443,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15993,2011-12-10,Champions,2751.07,7,0.2164841062781561,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,595.5629302586469,2906,1870,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
15994,2011-12-10,Recent developing,1198.84,3,0.8079222771064724,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,968.5695426863233,677,1085,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15996,2011-12-10,At-risk established,1671.0,7,0.4861074497855721,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,812.2855485916909,2142,1353,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
15998,2011-12-10,Champions,8220.39,16,0.0894797603912426,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,735.5585275225667,3185,1527,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16000,2011-12-10,Exceptional high-value,12393.7,3,0.6251337540967307,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,7747.720208148651,1582,7,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16003,2011-12-10,Champions,5613.83,10,0.4095035739089762,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,2298.883448317428,2382,194,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16005,2011-12-10,Champions,2403.35,10,0.4433252012009405,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1065.4656223062802,2273,945,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16007,2011-12-10,At-risk established,3075.14,7,0.3831265137068573,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1178.167667360505,2482,806,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16008,2011-12-10,Champions,5384.13,15,0.3383154503318343,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1821.534365595139,2596,334,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16009,2011-12-10,Recent developing,992.71,4,0.3851271778373089,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,382.3196007108749,2471,2480,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16011,2011-12-10,Champions,5878.76,29,0.0356222427701914,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,209.4146159076904,3302,3004,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16012,2011-12-10,At-risk established,2989.79,5,0.4857301268686207,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1452.2310760105336,2144,553,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16013,2011-12-10,Champions,52997.57,79,0.0068343489643302,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,265.52356130048264,3401,2855,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16014,2011-12-10,Recent developing,1121.02,5,0.4746918024397969,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,532.1390043710611,2177,2035,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16015,2011-12-10,Recent developing,690.25,3,0.4200320851643858,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,289.9271467847173,2347,2762,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16016,2011-12-10,Champions,2495.04,11,0.2528654362121213,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,630.9093779666912,2817,1785,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16017,2011-12-10,At-risk established,1553.83,5,0.7278269863291233,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1130.9194061677817,1158,867,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16018,2011-12-10,Recent developing,698.13,4,0.7149149527841596,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,499.1035759872054,1205,2136,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16019,2011-12-10,Champions,16634.03,27,0.1346296785263712,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,2239.4341114980143,3107,203,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16020,2011-12-10,Recent developing,851.01,3,0.633218410621873,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,538.8751996233201,1534,2021,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16023,2011-12-10,Recent developing,719.81,3,0.70706059517765,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,508.94928701482416,1236,2102,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16024,2011-12-10,Recent developing,478.92,3,0.8631571539184283,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,413.3832241546137,248,2394,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16025,2011-12-10,Recent developing,439.66,1,0.7921900592341165,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,348.29428144287164,854,2581,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16026,2011-12-10,Recent developing,236.09,1,0.8052249790890995,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,190.10556531314552,708,3052,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16027,2011-12-10,At-risk established,1882.34,13,0.475669614244103,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,895.3719416762448,2174,1215,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16029,2011-12-10,Exceptional high-value,99027.03,105,0.0313015727267893,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1216.1077972607889,3311,767,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16031,2011-12-10,Recent developing,548.94,2,0.7833004692016088,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,429.98495956353116,929,2345,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16033,2011-12-10,Champions,10693.64,27,0.0212295140825315,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,227.02078097352214,3342,2960,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16036,2011-12-10,At-risk established,2556.84,4,0.6642666863719658,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1698.4236343832972,1384,381,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16038,2011-12-10,Recent developing,454.33,3,0.6952457869504344,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,315.87101838519084,1280,2666,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16040,2011-12-10,At-risk established,2383.7000000000003,7,0.5048590420767027,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1203.4324985982364,2083,779,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16041,2011-12-10,Recent developing,3166.4,3,0.6480908545874507,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,2052.114881965704,1454,254,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16042,2011-12-10,Champions,2204.0,8,0.412173138031353,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,908.4295962211021,2371,1201,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16043,2011-12-10,Champions,1856.59,8,0.5845194635238099,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1085.2129907836702,1762,927,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16045,2011-12-10,At-risk established,3187.03,7,0.6120589009372353,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1950.650079053997,1643,288,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16049,2011-12-10,At-risk established,1899.68,6,0.3367863385084522,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,639.7862715377365,2599,1767,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16050,2011-12-10,Lapsed low-value,300.7,3,0.8703072763485595,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,261.7013979980118,197,2862,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16052,2011-12-10,Recent developing,362.06,1,0.805345601896848,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,291.5834286227728,705,2760,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16053,2011-12-10,Champions,3606.14,6,0.5463541991313638,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1970.2297316555764,1932,283,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16054,2011-12-10,At-risk established,2090.68,4,0.7587682790868329,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1586.3416657212597,1054,445,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16056,2011-12-10,Recent developing,664.85,1,0.7811058444594364,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,519.3182206888563,940,2071,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16057,2011-12-10,Champions,3641.35,10,0.4213629581744676,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1534.3300077485976,2339,493,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16059,2011-12-10,Champions,3217.77,12,0.2896471845945572,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,932.0180211728283,2735,1150,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16062,2011-12-10,Champions,2863.45,8,0.4679488911961694,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1339.948252495671,2197,649,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16066,2011-12-10,Recent developing,1521.87,5,0.2811331971552451,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,427.84817875465285,2754,2348,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16070,2011-12-10,Recent developing,852.15,2,0.549178621745015,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,467.9825625200145,1916,2217,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16071,2011-12-10,Recent developing,1076.8,4,0.7938696967636216,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,854.8388894750677,827,1277,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16076,2011-12-10,Champions,2173.53,10,0.1344804929654182,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,292.2973858751254,3110,2756,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16079,2011-12-10,Recent developing,1352.0,3,0.4740158980703023,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,640.8694941910487,2180,1763,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16080,2011-12-10,Recent developing,487.75,4,0.7449079336595088,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,363.3288446424254,1099,2532,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16081,2011-12-10,Champions,4460.18,8,0.3943782687968258,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1758.9980669222266,2433,359,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16083,2011-12-10,At-risk established,2351.42,4,0.757523775975202,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1781.2565573036097,1059,353,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16085,2011-12-10,Champions,2326.36,12,0.241117786472033,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,560.9267737370787,2846,1957,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16086,2011-12-10,Champions,2863.04,10,0.4190025358627768,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1199.6210202765644,2354,785,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16091,2011-12-10,Lapsed low-value,315.06,2,0.7730902689411013,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,243.56982013258337,980,2915,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16092,2011-12-10,At-risk established,1545.19,6,0.7087243870225891,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1095.1138355834346,1226,915,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16093,2011-12-10,Lapsed low-value,17.0,1,0.8610508230662782,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,14.63786399212673,268,3433,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16094,2011-12-10,Champions,3612.06,11,0.3873134081616731,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1398.9992690844529,2461,589,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16098,2011-12-10,Champions,4448.1,14,0.3401305876535324,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1512.9348669416775,2592,513,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16099,2011-12-10,At-risk established,1568.25,7,0.4997027123781399,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,783.658778687018,2105,1406,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16101,2011-12-10,At-risk established,3167.42,4,0.7004600023681027,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,2218.651020700776,1259,209,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16102,2011-12-10,Recent developing,1842.14,3,0.5570617386378213,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1026.1857112142761,1886,996,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16103,2011-12-10,Champions,6002.76,22,0.1898026665215295,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1139.3398544887764,2973,857,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16104,2011-12-10,At-risk established,2603.11,9,0.5833822717947811,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,1518.6082255317126,1768,506,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16106,2011-12-10,Lapsed low-value,108.38,1,0.8337929984408634,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,90.36648517102077,445,3334,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16107,2011-12-10,Champions,3204.1600000000003,7,0.2242591088610788,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,718.5620662483143,2888,1574,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16108,2011-12-10,At-risk established,2171.93,4,0.769280795374236,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1670.8240378971643,1002,394,Priority 2 - Targeted,Personalized retention offer for a high-value account,churn-logistic-1.0.0
16110,2011-12-10,At-risk established,1819.27,4,0.6628692872485454,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,1205.9382082126613,1389,776,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16112,2011-12-10,Lapsed low-value,195.74,4,0.7456499924083305,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,145.95352951400662,1096,3172,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16114,2011-12-10,Lapsed low-value,135.75000000000003,1,0.8796139387091121,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,119.40759217976199,139,3252,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16115,2011-12-10,Champions,2575.14,12,0.1759966017531428,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,453.2158890385881,3005,2271,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16119,2011-12-10,Champions,1720.81,8,0.4632081662874301,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,797.0932446290726,2209,1381,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16120,2011-12-10,At-risk established,3041.91,6,0.8722661261079523,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,2653.355051669041,183,131,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16121,2011-12-10,At-risk established,1457.19,5,0.5788831739247224,1,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,843.5427722113664,1790,1296,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
16122,2011-12-10,At-risk established,1001.34,6,0.6157400417228397,1,0.4,Priority 3 - Nurture,Automated email nurture or product reminder,38851.33209999985,616.5651333787483,1625,1813,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16123,2011-12-10,Recent developing,307.78,1,0.8101607706568605,1,0.4,Priority 2 - Targeted,Targeted retention message for the next-ranked 10%,38851.33209999985,249.35128199276852,646,2895,Standard monitoring,Monitor customer value and churn risk; no paid intervention,churn-logistic-1.0.0
16126,2011-12-10,Champions,14646.8,15,0.219392292084476,0,0.4,Standard monitoring,Normal low-cost engagement; no paid retention incentive,38851.33209999985,3213.395023702903,2899,72,Priority 1 - Immediate,Account-manager outreach; prioritize the highest exposed customer value,churn-logistic-1.0.0
16127,2011-12-10,Recent developing,801.31,2,0.9478405747135392,1,0.4,Priority 1 - Immediate,Personalized outreach for the highest-ranked 10%; use segment and value,38851.33209999985,759.514130923706,11,1466,Priority 3 - Nurture,Low-cost relationship nurture for value protection,churn-logistic-1.0.0
