Customer ID,HistoryPurchaseDays,HistoryInvoices,HistoryMonetary,FirstPurchaseInWindow,LastPurchaseBeforeSnapshot,SnapshotDate,ObservationStart,RecencyAtSnapshot,ObservedTenureInWindow,CustomerStageAtSnapshot,NextPurchaseDate,DaysToNextPurchase,HorizonDays,LabelEndDate,ReturnedWithinHorizon,Churn
13615,4,4,4093.42,2010-07-21,2010-11-05,2011-01-01,2010-07-05,57,107,Repeat purchase days,2011-01-25,24.0,90,2011-04-01,1,0
13617,5,5,719.6199999999999,2010-08-01,2010-10-27,2011-01-01,2010-07-05,66,87,Repeat purchase days,2011-06-12,162.0,90,2011-04-01,0,1
13623,2,2,384.62,2010-10-07,2010-11-24,2011-01-01,2010-07-05,38,48,Repeat purchase days,2011-02-15,45.0,90,2011-04-01,1,0
13624,1,1,427.18,2010-11-16,2010-11-16,2011-01-01,2010-07-05,46,0,One purchase day,,,90,2011-04-01,0,1
13626,1,1,432.26,2010-11-25,2010-11-25,2011-01-01,2010-07-05,37,0,One purchase day,2011-04-01,90.0,90,2011-04-01,0,1
13627,2,2,614.22,2010-08-08,2010-12-17,2011-01-01,2010-07-05,15,131,Repeat purchase days,2011-05-19,138.0,90,2011-04-01,0,1
13629,5,5,3598.5,2010-07-05,2010-10-22,2011-01-01,2010-07-05,71,109,Repeat purchase days,2011-01-05,4.0,90,2011-04-01,1,0
13632,1,1,644.89,2010-11-10,2010-11-10,2011-01-01,2010-07-05,52,0,One purchase day,2011-04-10,99.0,90,2011-04-01,0,1
13634,3,4,1268.4099999999999,2010-09-12,2010-11-28,2011-01-01,2010-07-05,34,77,Repeat purchase days,2011-01-16,15.0,90,2011-04-01,1,0
13635,1,1,1091.1399999999999,2010-09-23,2010-09-23,2011-01-01,2010-07-05,100,0,One purchase day,2011-10-03,275.0,90,2011-04-01,0,1
13639,1,1,312.93,2010-09-29,2010-09-29,2011-01-01,2010-07-05,94,0,One purchase day,2011-09-26,268.0,90,2011-04-01,0,1
13642,1,3,147.17,2010-10-03,2010-10-03,2011-01-01,2010-07-05,90,0,One purchase day,2011-05-08,127.0,90,2011-04-01,0,1
13643,4,4,1077.83,2010-08-11,2010-11-22,2011-01-01,2010-07-05,40,103,Repeat purchase days,2011-06-07,157.0,90,2011-04-01,0,1
13646,1,2,326.25,2010-11-05,2010-11-05,2011-01-01,2010-07-05,57,0,One purchase day,,,90,2011-04-01,0,1
13647,1,2,561.36,2010-08-02,2010-08-02,2011-01-01,2010-07-05,152,0,One purchase day,2011-04-19,108.0,90,2011-04-01,0,1
13648,4,4,728.72,2010-08-25,2010-11-04,2011-01-01,2010-07-05,58,71,Repeat purchase days,,,90,2011-04-01,0,1
13649,4,4,1219.67,2010-07-15,2010-12-08,2011-01-01,2010-07-05,24,146,Repeat purchase days,2011-03-28,86.0,90,2011-04-01,1,0
13650,1,1,285.1,2010-11-30,2010-11-30,2011-01-01,2010-07-05,32,0,One purchase day,2011-03-17,75.0,90,2011-04-01,1,0
13651,1,1,114.75,2010-11-23,2010-11-23,2011-01-01,2010-07-05,39,0,One purchase day,2011-10-31,303.0,90,2011-04-01,0,1
13652,2,2,1390.6100000000001,2010-10-07,2010-12-06,2011-01-01,2010-07-05,26,60,Repeat purchase days,2011-03-28,86.0,90,2011-04-01,1,0
13653,1,1,152.2,2010-08-09,2010-08-09,2011-01-01,2010-07-05,145,0,One purchase day,,,90,2011-04-01,0,1
13654,3,3,3341.99,2010-08-25,2010-11-24,2011-01-01,2010-07-05,38,91,Repeat purchase days,2011-03-11,69.0,90,2011-04-01,1,0
13655,2,2,760.61,2010-10-15,2010-11-30,2011-01-01,2010-07-05,32,46,Repeat purchase days,2011-04-12,101.0,90,2011-04-01,0,1
13656,1,1,357.05,2010-07-28,2010-07-28,2011-01-01,2010-07-05,157,0,One purchase day,2011-01-06,5.0,90,2011-04-01,1,0
13658,2,2,1569.82,2010-08-04,2010-11-21,2011-01-01,2010-07-05,41,109,Repeat purchase days,2011-05-19,138.0,90,2011-04-01,0,1
13659,2,2,541.15,2010-08-04,2010-10-19,2011-01-01,2010-07-05,74,76,Repeat purchase days,2011-01-23,22.0,90,2011-04-01,1,0
13660,1,1,303.69,2010-11-04,2010-11-04,2011-01-01,2010-07-05,58,0,One purchase day,,,90,2011-04-01,0,1
13662,2,4,623.2,2010-09-27,2010-11-19,2011-01-01,2010-07-05,43,53,Repeat purchase days,2011-03-25,83.0,90,2011-04-01,1,0
13663,3,3,1278.69,2010-10-13,2010-11-24,2011-01-01,2010-07-05,38,42,Repeat purchase days,2011-06-13,163.0,90,2011-04-01,0,1
13665,3,3,1711.6599999999999,2010-07-23,2010-11-18,2011-01-01,2010-07-05,44,118,Repeat purchase days,,,90,2011-04-01,0,1
13666,1,1,22.9,2010-10-15,2010-10-15,2011-01-01,2010-07-05,78,0,One purchase day,2011-02-25,55.0,90,2011-04-01,1,0
13668,7,7,3918.96,2010-07-08,2010-12-12,2011-01-01,2010-07-05,20,157,Repeat purchase days,2011-01-09,8.0,90,2011-04-01,1,0
13669,1,1,195.0,2010-10-28,2010-10-28,2011-01-01,2010-07-05,65,0,One purchase day,2011-07-13,193.0,90,2011-04-01,0,1
13671,1,1,194.95,2010-11-10,2010-11-10,2011-01-01,2010-07-05,52,0,One purchase day,,,90,2011-04-01,0,1
13674,1,1,215.88,2010-10-03,2010-10-03,2011-01-01,2010-07-05,90,0,One purchase day,,,90,2011-04-01,0,1
13677,2,2,556.19,2010-07-07,2010-10-31,2011-01-01,2010-07-05,62,116,Repeat purchase days,,,90,2011-04-01,0,1
13679,1,1,101.71000000000001,2010-08-03,2010-08-03,2011-01-01,2010-07-05,151,0,One purchase day,,,90,2011-04-01,0,1
13680,2,2,2048.62,2010-07-29,2010-08-25,2011-01-01,2010-07-05,129,27,Repeat purchase days,2011-01-04,3.0,90,2011-04-01,1,0
13683,1,1,258.6,2010-09-08,2010-09-08,2011-01-01,2010-07-05,115,0,One purchase day,,,90,2011-04-01,0,1
13684,1,1,132.83,2010-11-14,2010-11-14,2011-01-01,2010-07-05,48,0,One purchase day,2011-02-27,57.0,90,2011-04-01,1,0
13686,2,2,337.04,2010-11-03,2010-11-24,2011-01-01,2010-07-05,38,21,Repeat purchase days,2011-06-10,160.0,90,2011-04-01,0,1
13687,1,1,11880.84,2010-09-27,2010-09-27,2011-01-01,2010-07-05,96,0,One purchase day,,,90,2011-04-01,0,1
13689,1,1,349.5,2010-09-21,2010-09-21,2011-01-01,2010-07-05,102,0,One purchase day,2011-10-07,279.0,90,2011-04-01,0,1
13691,1,1,210.78,2010-11-08,2010-11-08,2011-01-01,2010-07-05,54,0,One purchase day,,,90,2011-04-01,0,1
13692,2,2,1549.58,2010-10-15,2010-10-27,2011-01-01,2010-07-05,66,12,Repeat purchase days,2011-04-17,106.0,90,2011-04-01,0,1
13693,3,3,819.75,2010-08-22,2010-11-30,2011-01-01,2010-07-05,32,100,Repeat purchase days,,,90,2011-04-01,0,1
13694,13,17,30292.4,2010-07-05,2010-12-16,2011-01-01,2010-07-05,16,164,Repeat purchase days,2011-01-05,4.0,90,2011-04-01,1,0
13696,1,1,634.2,2010-10-14,2010-10-14,2011-01-01,2010-07-05,79,0,One purchase day,,,90,2011-04-01,0,1
13700,1,1,266.79,2010-10-18,2010-10-18,2011-01-01,2010-07-05,75,0,One purchase day,2011-01-16,15.0,90,2011-04-01,1,0
13701,1,1,159.55,2010-09-19,2010-09-19,2011-01-01,2010-07-05,104,0,One purchase day,,,90,2011-04-01,0,1
13702,1,1,135.18,2010-09-20,2010-09-20,2011-01-01,2010-07-05,103,0,One purchase day,,,90,2011-04-01,0,1
13705,3,3,1111.81,2010-07-19,2010-12-01,2011-01-01,2010-07-05,31,135,Repeat purchase days,2011-07-18,198.0,90,2011-04-01,0,1
13707,1,2,1838.9499999999998,2010-10-06,2010-10-06,2011-01-01,2010-07-05,87,0,One purchase day,2011-01-28,27.0,90,2011-04-01,1,0
13709,1,2,492.37,2010-09-19,2010-09-19,2011-01-01,2010-07-05,104,0,One purchase day,2011-01-28,27.0,90,2011-04-01,1,0
13710,1,1,101.03999999999999,2010-10-12,2010-10-12,2011-01-01,2010-07-05,81,0,One purchase day,2011-11-08,311.0,90,2011-04-01,0,1
13711,1,1,180.08,2010-10-29,2010-10-29,2011-01-01,2010-07-05,64,0,One purchase day,2011-05-05,124.0,90,2011-04-01,0,1
13713,2,2,492.78,2010-08-25,2010-10-27,2011-01-01,2010-07-05,66,63,Repeat purchase days,,,90,2011-04-01,0,1
13714,1,1,161.35,2010-08-31,2010-08-31,2011-01-01,2010-07-05,123,0,One purchase day,,,90,2011-04-01,0,1
13715,8,9,4787.8,2010-07-15,2010-12-12,2011-01-01,2010-07-05,20,150,Repeat purchase days,2011-01-05,4.0,90,2011-04-01,1,0
13717,2,2,315.78999999999996,2010-08-11,2010-09-08,2011-01-01,2010-07-05,115,28,Repeat purchase days,2011-02-14,44.0,90,2011-04-01,1,0
13719,3,3,792.45,2010-07-20,2010-11-11,2011-01-01,2010-07-05,51,114,Repeat purchase days,2011-04-19,108.0,90,2011-04-01,0,1
13721,1,1,217.39999999999998,2010-11-09,2010-11-09,2011-01-01,2010-07-05,53,0,One purchase day,2011-11-03,306.0,90,2011-04-01,0,1
13722,3,6,2595.46,2010-07-27,2010-10-15,2011-01-01,2010-07-05,78,80,Repeat purchase days,2011-03-02,60.0,90,2011-04-01,1,0
13723,2,3,588.77,2010-10-20,2010-11-12,2011-01-01,2010-07-05,50,23,Repeat purchase days,2011-05-06,125.0,90,2011-04-01,0,1
13728,5,5,893.95,2010-07-16,2010-11-17,2011-01-01,2010-07-05,45,124,Repeat purchase days,2011-02-02,32.0,90,2011-04-01,1,0
13729,2,2,343.55,2010-09-27,2010-09-30,2011-01-01,2010-07-05,93,3,Repeat purchase days,,,90,2011-04-01,0,1
13733,1,1,337.93,2010-10-25,2010-10-25,2011-01-01,2010-07-05,68,0,One purchase day,,,90,2011-04-01,0,1
13734,2,2,3451.2900000000004,2010-07-09,2010-07-19,2011-01-01,2010-07-05,166,10,Repeat purchase days,,,90,2011-04-01,0,1
13735,2,3,3227.3500000000004,2010-11-10,2010-11-28,2011-01-01,2010-07-05,34,18,Repeat purchase days,2011-04-19,108.0,90,2011-04-01,0,1
13736,2,3,665.01,2010-09-06,2010-10-10,2011-01-01,2010-07-05,83,34,Repeat purchase days,2011-03-24,82.0,90,2011-04-01,1,0
13738,1,1,440.93,2010-11-08,2010-11-08,2011-01-01,2010-07-05,54,0,One purchase day,,,90,2011-04-01,0,1
13740,2,2,624.4300000000001,2010-07-22,2010-10-20,2011-01-01,2010-07-05,73,90,Repeat purchase days,2011-04-13,102.0,90,2011-04-01,0,1
13746,1,1,176.69,2010-10-22,2010-10-22,2011-01-01,2010-07-05,71,0,One purchase day,,,90,2011-04-01,0,1
13747,2,2,249.39999999999998,2010-10-11,2010-12-01,2011-01-01,2010-07-05,31,51,Repeat purchase days,,,90,2011-04-01,0,1
13748,4,4,1351.0,2010-10-18,2010-12-01,2011-01-01,2010-07-05,31,44,Repeat purchase days,2011-04-07,96.0,90,2011-04-01,0,1
13750,3,3,1016.4000000000001,2010-10-22,2010-11-24,2011-01-01,2010-07-05,38,33,Repeat purchase days,2011-01-07,6.0,90,2011-04-01,1,0
13754,1,1,164.45000000000002,2010-09-28,2010-09-28,2011-01-01,2010-07-05,95,0,One purchase day,2011-01-26,25.0,90,2011-04-01,1,0
13756,7,7,3777.34,2010-09-22,2010-12-16,2011-01-01,2010-07-05,16,85,Repeat purchase days,2011-05-18,137.0,90,2011-04-01,0,1
13758,5,5,3263.11,2010-10-11,2010-12-08,2011-01-01,2010-07-05,24,58,Repeat purchase days,2011-01-09,8.0,90,2011-04-01,1,0
13760,1,1,402.81,2010-10-31,2010-10-31,2011-01-01,2010-07-05,62,0,One purchase day,2011-03-28,86.0,90,2011-04-01,1,0
13761,1,2,292.12,2010-07-25,2010-07-25,2011-01-01,2010-07-05,160,0,One purchase day,2011-06-13,163.0,90,2011-04-01,0,1
13763,2,2,3468.48,2010-09-30,2010-10-18,2011-01-01,2010-07-05,75,18,Repeat purchase days,2011-10-07,279.0,90,2011-04-01,0,1
13766,1,1,190.35,2010-08-01,2010-08-01,2011-01-01,2010-07-05,153,0,One purchase day,,,90,2011-04-01,0,1
13767,21,26,13412.43,2010-07-20,2010-12-16,2011-01-01,2010-07-05,16,149,Repeat purchase days,2011-01-05,4.0,90,2011-04-01,1,0
13769,5,6,2018.97,2010-07-20,2010-12-07,2011-01-01,2010-07-05,25,140,Repeat purchase days,2011-01-17,16.0,90,2011-04-01,1,0
13770,2,2,521.04,2010-09-29,2010-10-13,2011-01-01,2010-07-05,80,14,Repeat purchase days,,,90,2011-04-01,0,1
13772,2,3,1140.6599999999999,2010-07-15,2010-11-04,2011-01-01,2010-07-05,58,112,Repeat purchase days,2011-04-14,103.0,90,2011-04-01,0,1
13773,1,1,210.14000000000001,2010-11-08,2010-11-08,2011-01-01,2010-07-05,54,0,One purchase day,,,90,2011-04-01,0,1
13777,12,23,27247.8,2010-07-08,2010-12-23,2011-01-01,2010-07-05,9,168,Repeat purchase days,2011-01-14,13.0,90,2011-04-01,1,0
13778,1,1,120.55000000000001,2010-08-05,2010-08-05,2011-01-01,2010-07-05,149,0,One purchase day,2011-08-28,239.0,90,2011-04-01,0,1
13779,1,1,161.13,2010-07-12,2010-07-12,2011-01-01,2010-07-05,173,0,One purchase day,,,90,2011-04-01,0,1
13780,1,1,375.81,2010-10-28,2010-10-28,2011-01-01,2010-07-05,65,0,One purchase day,2011-06-22,172.0,90,2011-04-01,0,1
13782,2,2,260.38,2010-08-08,2010-09-12,2011-01-01,2010-07-05,111,35,Repeat purchase days,2011-01-16,15.0,90,2011-04-01,1,0
13783,1,1,206.85,2010-08-09,2010-08-09,2011-01-01,2010-07-05,145,0,One purchase day,,,90,2011-04-01,0,1
13784,3,3,436.18,2010-09-15,2010-10-01,2011-01-01,2010-07-05,92,16,Repeat purchase days,2011-01-11,10.0,90,2011-04-01,1,0
13785,3,4,542.49,2010-09-05,2010-10-07,2011-01-01,2010-07-05,86,32,Repeat purchase days,,,90,2011-04-01,0,1
13786,2,2,1090.6999999999998,2010-11-21,2010-12-07,2011-01-01,2010-07-05,25,16,Repeat purchase days,,,90,2011-04-01,0,1
13787,2,2,495.99,2010-09-07,2010-12-10,2011-01-01,2010-07-05,22,94,Repeat purchase days,2011-09-25,267.0,90,2011-04-01,0,1
13788,1,1,3.75,2010-07-22,2010-07-22,2011-01-01,2010-07-05,163,0,One purchase day,,,90,2011-04-01,0,1
13789,1,1,239.45999999999998,2010-11-16,2010-11-16,2011-01-01,2010-07-05,46,0,One purchase day,,,90,2011-04-01,0,1
13792,1,1,188.4,2010-10-13,2010-10-13,2011-01-01,2010-07-05,80,0,One purchase day,2011-02-25,55.0,90,2011-04-01,1,0
13795,3,3,613.8,2010-07-21,2010-11-16,2011-01-01,2010-07-05,46,118,Repeat purchase days,,,90,2011-04-01,0,1
13796,1,1,289.7,2010-07-28,2010-07-28,2011-01-01,2010-07-05,157,0,One purchase day,,,90,2011-04-01,0,1
13797,1,1,512.58,2010-09-29,2010-09-29,2011-01-01,2010-07-05,94,0,One purchase day,,,90,2011-04-01,0,1
13798,22,24,24263.72,2010-07-05,2010-12-10,2011-01-01,2010-07-05,22,158,Repeat purchase days,2011-01-05,4.0,90,2011-04-01,1,0
13799,3,3,877.2099999999999,2010-08-10,2010-09-21,2011-01-01,2010-07-05,102,42,Repeat purchase days,2011-02-18,48.0,90,2011-04-01,1,0
13800,1,1,642.54,2010-10-05,2010-10-05,2011-01-01,2010-07-05,88,0,One purchase day,2011-02-03,33.0,90,2011-04-01,1,0
13802,6,6,10288.99,2010-07-12,2010-11-30,2011-01-01,2010-07-05,32,141,Repeat purchase days,2011-02-01,31.0,90,2011-04-01,1,0
13803,1,1,628.31,2010-10-04,2010-10-04,2011-01-01,2010-07-05,89,0,One purchase day,2011-03-29,87.0,90,2011-04-01,1,0
13804,2,2,572.73,2010-09-29,2010-09-30,2011-01-01,2010-07-05,93,1,Repeat purchase days,2011-02-23,53.0,90,2011-04-01,1,0
13807,1,1,225.2,2010-12-07,2010-12-07,2011-01-01,2010-07-05,25,0,One purchase day,,,90,2011-04-01,0,1
13809,2,2,524.65,2010-09-05,2010-11-10,2011-01-01,2010-07-05,52,66,Repeat purchase days,2011-02-07,37.0,90,2011-04-01,1,0
13815,2,2,1061.04,2010-09-01,2010-10-29,2011-01-01,2010-07-05,64,58,Repeat purchase days,2011-01-25,24.0,90,2011-04-01,1,0
13817,1,1,110.7,2010-12-23,2010-12-23,2011-01-01,2010-07-05,9,0,One purchase day,2011-11-10,313.0,90,2011-04-01,0,1
13818,1,1,61.28,2010-10-06,2010-10-06,2011-01-01,2010-07-05,87,0,One purchase day,,,90,2011-04-01,0,1
13820,1,1,266.23,2010-10-17,2010-10-17,2011-01-01,2010-07-05,76,0,One purchase day,,,90,2011-04-01,0,1
13821,1,1,309.19,2010-11-11,2010-11-11,2011-01-01,2010-07-05,51,0,One purchase day,2011-03-23,81.0,90,2011-04-01,1,0
13823,2,2,1190.1,2010-08-09,2010-11-24,2011-01-01,2010-07-05,38,107,Repeat purchase days,2011-09-09,251.0,90,2011-04-01,0,1
13824,4,4,915.86,2010-07-14,2010-11-25,2011-01-01,2010-07-05,37,134,Repeat purchase days,2011-02-02,32.0,90,2011-04-01,1,0
13831,3,3,2145.77,2010-07-20,2010-12-05,2011-01-01,2010-07-05,27,138,Repeat purchase days,2011-05-05,124.0,90,2011-04-01,0,1
13832,1,1,561.49,2010-10-13,2010-10-13,2011-01-01,2010-07-05,80,0,One purchase day,2011-11-20,323.0,90,2011-04-01,0,1
13833,1,1,316.56,2010-10-31,2010-10-31,2011-01-01,2010-07-05,62,0,One purchase day,2011-07-03,183.0,90,2011-04-01,0,1
13835,1,1,76.75,2010-07-08,2010-07-08,2011-01-01,2010-07-05,177,0,One purchase day,2011-05-08,127.0,90,2011-04-01,0,1
13836,2,2,602.52,2010-10-21,2010-11-05,2011-01-01,2010-07-05,57,15,Repeat purchase days,,,90,2011-04-01,0,1
13838,3,6,1272.03,2010-10-03,2010-12-05,2011-01-01,2010-07-05,27,63,Repeat purchase days,2011-08-14,225.0,90,2011-04-01,0,1
13839,1,1,139.95000000000002,2010-08-10,2010-08-10,2011-01-01,2010-07-05,144,0,One purchase day,,,90,2011-04-01,0,1
13840,1,1,651.4,2010-10-19,2010-10-19,2011-01-01,2010-07-05,74,0,One purchase day,,,90,2011-04-01,0,1
13842,5,5,1871.3200000000002,2010-08-19,2010-12-08,2011-01-01,2010-07-05,24,111,Repeat purchase days,2011-01-07,6.0,90,2011-04-01,1,0
13843,1,1,319.75,2010-11-23,2010-11-23,2011-01-01,2010-07-05,39,0,One purchase day,,,90,2011-04-01,0,1
13846,2,2,836.6800000000001,2010-11-05,2010-12-14,2011-01-01,2010-07-05,18,39,Repeat purchase days,2011-04-11,100.0,90,2011-04-01,0,1
13848,3,3,1280.0,2010-08-24,2010-12-08,2011-01-01,2010-07-05,24,106,Repeat purchase days,2011-02-15,45.0,90,2011-04-01,1,0
13849,2,2,1421.6999999999998,2010-10-01,2010-11-07,2011-01-01,2010-07-05,55,37,Repeat purchase days,2011-06-22,172.0,90,2011-04-01,0,1
13851,3,4,1755.7000000000003,2010-09-24,2010-11-25,2011-01-01,2010-07-05,37,62,Repeat purchase days,2011-02-24,54.0,90,2011-04-01,1,0
13854,8,8,2827.61,2010-09-15,2010-12-17,2011-01-01,2010-07-05,15,93,Repeat purchase days,2011-01-14,13.0,90,2011-04-01,1,0
13855,1,1,107.24000000000001,2010-07-27,2010-07-27,2011-01-01,2010-07-05,158,0,One purchase day,,,90,2011-04-01,0,1
13856,2,2,192.28000000000003,2010-08-02,2010-09-02,2011-01-01,2010-07-05,121,31,Repeat purchase days,2011-05-20,139.0,90,2011-04-01,0,1
13857,4,5,782.36,2010-08-08,2010-11-11,2011-01-01,2010-07-05,51,95,Repeat purchase days,,,90,2011-04-01,0,1
13861,1,1,144.82999999999998,2010-10-06,2010-10-06,2011-01-01,2010-07-05,87,0,One purchase day,,,90,2011-04-01,0,1
13862,1,1,346.73,2010-11-15,2010-11-15,2011-01-01,2010-07-05,47,0,One purchase day,2011-01-11,10.0,90,2011-04-01,1,0
13863,1,1,298.7,2010-08-31,2010-08-31,2011-01-01,2010-07-05,123,0,One purchase day,2011-04-06,95.0,90,2011-04-01,0,1
13864,1,1,662.4000000000001,2010-11-18,2010-11-18,2011-01-01,2010-07-05,44,0,One purchase day,,,90,2011-04-01,0,1
13869,4,4,2804.23,2010-08-01,2010-12-17,2011-01-01,2010-07-05,15,138,Repeat purchase days,2011-01-30,29.0,90,2011-04-01,1,0
13870,4,5,1653.79,2010-08-24,2010-11-17,2011-01-01,2010-07-05,45,85,Repeat purchase days,2011-02-25,55.0,90,2011-04-01,1,0
13871,1,1,318.6,2010-10-07,2010-10-07,2011-01-01,2010-07-05,86,0,One purchase day,2011-02-04,34.0,90,2011-04-01,1,0
13873,3,3,386.62,2010-10-03,2010-11-21,2011-01-01,2010-07-05,41,49,Repeat purchase days,2011-02-03,33.0,90,2011-04-01,1,0
13874,3,3,1108.17,2010-07-20,2010-12-16,2011-01-01,2010-07-05,16,149,Repeat purchase days,,,90,2011-04-01,0,1
13875,3,3,1082.71,2010-07-25,2010-11-17,2011-01-01,2010-07-05,45,115,Repeat purchase days,2011-02-11,41.0,90,2011-04-01,1,0
13877,1,1,175.91,2010-08-26,2010-08-26,2011-01-01,2010-07-05,128,0,One purchase day,2011-09-14,256.0,90,2011-04-01,0,1
13880,4,4,1044.1200000000001,2010-08-10,2010-12-07,2011-01-01,2010-07-05,25,119,Repeat purchase days,2011-02-16,46.0,90,2011-04-01,1,0
13881,8,14,16994.66,2010-07-19,2010-11-29,2011-01-01,2010-07-05,33,133,Repeat purchase days,2011-02-01,31.0,90,2011-04-01,1,0
13883,4,4,2108.8,2010-09-19,2010-11-01,2011-01-01,2010-07-05,61,43,Repeat purchase days,2011-03-31,89.0,90,2011-04-01,1,0
13884,4,5,1064.78,2010-08-26,2010-11-28,2011-01-01,2010-07-05,34,94,Repeat purchase days,2011-03-01,59.0,90,2011-04-01,1,0
13888,2,3,1275.5,2010-08-02,2010-10-31,2011-01-01,2010-07-05,62,90,Repeat purchase days,2011-05-05,124.0,90,2011-04-01,0,1
13889,3,3,929.6500000000001,2010-08-26,2010-11-22,2011-01-01,2010-07-05,40,88,Repeat purchase days,2011-09-08,250.0,90,2011-04-01,0,1
13890,2,2,503.63,2010-11-30,2010-12-16,2011-01-01,2010-07-05,16,16,Repeat purchase days,2011-08-24,235.0,90,2011-04-01,0,1
13891,2,2,465.16,2010-10-21,2010-11-26,2011-01-01,2010-07-05,36,36,Repeat purchase days,,,90,2011-04-01,0,1
13892,1,1,109.44,2010-08-19,2010-08-19,2011-01-01,2010-07-05,135,0,One purchase day,2011-04-07,96.0,90,2011-04-01,0,1
13895,1,1,504.5,2010-07-12,2010-07-12,2011-01-01,2010-07-05,173,0,One purchase day,2011-06-28,178.0,90,2011-04-01,0,1
13897,1,1,366.89,2010-09-27,2010-09-27,2011-01-01,2010-07-05,96,0,One purchase day,2011-10-20,292.0,90,2011-04-01,0,1
13898,1,1,530.47,2010-10-24,2010-10-24,2011-01-01,2010-07-05,69,0,One purchase day,2011-01-18,17.0,90,2011-04-01,1,0
13900,2,2,609.1400000000001,2010-07-23,2010-11-15,2011-01-01,2010-07-05,47,115,Repeat purchase days,2011-03-22,80.0,90,2011-04-01,1,0
13901,3,4,983.62,2010-07-07,2010-11-30,2011-01-01,2010-07-05,32,146,Repeat purchase days,2011-01-25,24.0,90,2011-04-01,1,0
13903,1,1,165.45000000000002,2010-11-04,2010-11-04,2011-01-01,2010-07-05,58,0,One purchase day,,,90,2011-04-01,0,1
13906,1,1,42.0,2010-10-26,2010-10-26,2011-01-01,2010-07-05,67,0,One purchase day,,,90,2011-04-01,0,1
13909,2,2,286.59999999999997,2010-07-06,2010-10-12,2011-01-01,2010-07-05,81,98,Repeat purchase days,,,90,2011-04-01,0,1
13911,2,2,501.53999999999996,2010-08-20,2010-11-25,2011-01-01,2010-07-05,37,97,Repeat purchase days,2011-02-04,34.0,90,2011-04-01,1,0
13912,1,1,124.95,2010-10-12,2010-10-12,2011-01-01,2010-07-05,81,0,One purchase day,,,90,2011-04-01,0,1
13913,1,1,42.22,2010-07-21,2010-07-21,2011-01-01,2010-07-05,164,0,One purchase day,,,90,2011-04-01,0,1
13915,1,1,70.80000000000001,2010-11-10,2010-11-10,2011-01-01,2010-07-05,52,0,One purchase day,,,90,2011-04-01,0,1
13916,1,1,347.38,2010-09-02,2010-09-02,2011-01-01,2010-07-05,121,0,One purchase day,,,90,2011-04-01,0,1
13919,1,1,316.7,2010-10-11,2010-10-11,2011-01-01,2010-07-05,82,0,One purchase day,2011-08-10,221.0,90,2011-04-01,0,1
13920,3,3,1251.03,2010-08-06,2010-10-04,2011-01-01,2010-07-05,89,59,Repeat purchase days,,,90,2011-04-01,0,1
13921,2,2,371.65,2010-10-12,2010-11-02,2011-01-01,2010-07-05,60,21,Repeat purchase days,,,90,2011-04-01,0,1
13922,3,3,827.6500000000001,2010-08-29,2010-12-23,2011-01-01,2010-07-05,9,116,Repeat purchase days,,,90,2011-04-01,0,1
13927,1,1,340.97,2010-09-28,2010-09-28,2011-01-01,2010-07-05,95,0,One purchase day,2011-09-26,268.0,90,2011-04-01,0,1
13929,3,3,1188.9299999999998,2010-08-06,2010-10-19,2011-01-01,2010-07-05,74,74,Repeat purchase days,2011-01-17,16.0,90,2011-04-01,1,0
13931,3,5,1888.43,2010-09-08,2010-11-12,2011-01-01,2010-07-05,50,65,Repeat purchase days,2011-03-04,62.0,90,2011-04-01,1,0
13936,2,2,563.08,2010-10-21,2010-11-22,2011-01-01,2010-07-05,40,32,Repeat purchase days,2011-06-13,163.0,90,2011-04-01,0,1
13937,1,1,708.53,2010-11-02,2010-11-02,2011-01-01,2010-07-05,60,0,One purchase day,2011-06-23,173.0,90,2011-04-01,0,1
13939,1,1,519.31,2010-10-04,2010-10-04,2011-01-01,2010-07-05,89,0,One purchase day,2011-02-01,31.0,90,2011-04-01,1,0
13941,4,4,3249.72,2010-10-18,2010-12-02,2011-01-01,2010-07-05,30,45,Repeat purchase days,2011-02-15,45.0,90,2011-04-01,1,0
13945,2,2,854.15,2010-08-17,2010-11-10,2011-01-01,2010-07-05,52,85,Repeat purchase days,,,90,2011-04-01,0,1
13946,1,1,553.71,2010-11-28,2010-11-28,2011-01-01,2010-07-05,34,0,One purchase day,2011-03-17,75.0,90,2011-04-01,1,0
13948,2,2,286.45000000000005,2010-10-24,2010-12-14,2011-01-01,2010-07-05,18,51,Repeat purchase days,,,90,2011-04-01,0,1
13952,4,5,2977.62,2010-07-21,2010-11-24,2011-01-01,2010-07-05,38,126,Repeat purchase days,2011-04-15,104.0,90,2011-04-01,0,1
13953,3,3,1500.0,2010-08-06,2010-12-22,2011-01-01,2010-07-05,10,138,Repeat purchase days,2011-03-10,68.0,90,2011-04-01,1,0
13955,1,1,222.21,2010-11-29,2010-11-29,2011-01-01,2010-07-05,33,0,One purchase day,2011-02-07,37.0,90,2011-04-01,1,0
13957,1,1,199.35,2010-10-18,2010-10-18,2011-01-01,2010-07-05,75,0,One purchase day,,,90,2011-04-01,0,1
13958,2,3,2625.83,2010-07-16,2010-11-25,2011-01-01,2010-07-05,37,132,Repeat purchase days,,,90,2011-04-01,0,1
13959,4,4,692.72,2010-07-16,2010-12-12,2011-01-01,2010-07-05,20,149,Repeat purchase days,2011-03-03,61.0,90,2011-04-01,1,0
